grid_index,mtry,trees,min_n,mse_mean,mse_se,mae_mean,mae_se
313,11,1185,3,0.0596219251875885,0.0301852358883603,0.0218295696219561,0.00230272764640043
314,3,1930,2,0.0715563810669236,0.037604544213568,0.0220142642516517,0.00275761083636821
315,13,1507,2,0.0585107861385958,0.0276097074781854,0.0216741558041635,0.00232635312320298
316,13,1967,5,0.0608643703098614,0.0293923936668214,0.0215511584969178,0.0022691663648647
317,13,507,3,0.0610498472245789,0.0296490749699072,0.021735819570672,0.00231166570869789
318,18,1434,3,0.0691058786698378,0.0328640597722788,0.0214156797306756,0.00220358844113785
319,7,1777,5,0.0609711502850408,0.0300048918614138,0.0220171204388795,0.00249479651302644
320,11,1754,2,0.0587158140758759,0.0295902365053619,0.0214960490298955,0.00225089317763724
321,12,1251,6,0.0581368741051386,0.0285343348101685,0.0217486019802126,0.00231795255192367
322,14,1107,3,0.0663276427224049,0.0334741700938439,0.021226604123499,0.00226478997382306
323,8,1663,3,0.0556976338788095,0.0284425909947153,0.0218164276079637,0.00245237915887138
324,10,1705,7,0.0638029174648661,0.0310750660414784,0.0223122679906546,0.00242698628377824
325,22,2166,7,0.0754974182103498,0.0353722459440367,0.0215609193392974,0.00215160844614731
326,13,1278,4,0.0606429583923208,0.0309188405395734,0.0216887925274883,0.00230909315032998
327,9,2112,4,0.0593142591907283,0.0295408541009327,0.021734377990815,0.00242382836943659
328,19,478,7,0.0720254386674709,0.0353979656730742,0.0217775512669493,0.00218089118844262
329,5,1994,3,0.0588413955755642,0.031014386479716,0.0217931110646016,0.00260466630348472
330,8,1559,7,0.0642788673352156,0.0327550902266135,0.0220542356018648,0.00245975816590861
331,5,1234,2,0.0653899310996939,0.0348955512720357,0.0215653289239502,0.00250279208326968
332,3,1902,8,0.075768676403551,0.0397899922505164,0.0232046737330842,0.0029372201969504
333,21,1096,2,0.074666766849098,0.0354270140265931,0.0211756471198533,0.00218737854634769
334,10,2128,6,0.0607275736112968,0.0293067009901362,0.0219347402533157,0.0023661996719965
335,16,2142,7,0.067675971149826,0.0329081287048929,0.0218080177608231,0.00224963813772512
336,19,2243,1,0.069024275733831,0.0318046768216913,0.0212925614740647,0.00216556964738434
337,14,1338,6,0.0628250327752472,0.0296387067185307,0.0220229970529562,0.00233501555135421
338,13,2046,6,0.0616273289823085,0.0288555921273893,0.0218500430522589,0.0022812932348579
339,18,998,1,0.064495439559114,0.0322063929900987,0.0212700586771198,0.00221616130403508
340,6,2258,6,0.0637772757299382,0.0333169880923524,0.022319178494776,0.00263836763959291
341,17,1476,7,0.0691622436294621,0.0326040916152989,0.0219812366433956,0.00221977714476824
342,16,519,5,0.0634065408615308,0.0296282367630416,0.0216831285471735,0.00220448012005961
343,11,1591,6,0.0616105780842124,0.0291349968805343,0.0219997382586783,0.00237604931989808
344,14,1385,4,0.0624915411848919,0.0311783175844795,0.0214790846827992,0.00223499774604531
345,23,1394,2,0.0790382968593091,0.0368385696476101,0.0211326268797074,0.00216322635960906
346,6,1813,2,0.0625932791719455,0.0324097624864607,0.0216681742353397,0.00249455054968326
347,22,1379,5,0.0770268709678759,0.035572491165001,0.0214149504058316,0.00222347231165745
348,22,1464,4,0.0736673138845736,0.0334452911402679,0.021308638916349,0.00213862920422728
349,20,1223,2,0.069446920196604,0.0326261852048596,0.0212611129950683,0.0021136570083458
350,18,589,4,0.0721284879082947,0.0337931452589106,0.0216778806819689,0.00227719101034124
351,11,827,7,0.0621198420973358,0.0297711101084923,0.0222740741612393,0.00242613952376234
352,9,542,5,0.0616081156785848,0.0294000141066931,0.0218600997478595,0.00237598458362769
353,19,1109,4,0.0717332192896329,0.0329934325791954,0.0213465058996761,0.00214193616518619
354,6,1244,6,0.0647581851699109,0.0342104871586333,0.0223316092433577,0.00264119651226704
355,15,1518,5,0.0679715958998844,0.0319574980635153,0.0216667372243064,0.00225836241219149
356,22,2188,2,0.0764728770203696,0.0348753294558117,0.0213131340423078,0.00215594525320177
357,9,2126,5,0.0596674596068909,0.0292072975765047,0.0219099357569139,0.0023855602888037
358,16,1733,8,0.0671659460419163,0.031729001566169,0.0220203165818565,0.00225672668294256
359,4,553,5,0.0649214422612198,0.0303950748086131,0.0224598905451165,0.00274040649675599
360,17,2009,2,0.0681235694177988,0.0320427147104304,0.0214237529886017,0.00219206623740609
361,15,570,7,0.0703129680731037,0.035625786682764,0.0219157200749236,0.00230874582935314
362,16,869,2,0.0682309897671243,0.0338382780036497,0.0215676288325302,0.00224944179200831
363,21,1773,5,0.0701163891482196,0.0334079366149477,0.0215653813815301,0.0021953515752087
364,19,2147,3,0.0690740645088194,0.032565579781108,0.0213826100930256,0.00220571673920715
365,11,1582,2,0.0604153108699187,0.0302848706067615,0.0215046430203556,0.00232075090572985
366,13,1695,3,0.0642408035562267,0.0324377410087435,0.0215369918842948,0.00229613684997302
367,19,2138,2,0.0696956966524581,0.0329508395603835,0.0213816762806759,0.002176752474394
368,20,1141,4,0.0703936996323613,0.0341857406539207,0.0213955083589242,0.00215699007238163
369,13,546,1,0.060064869234356,0.0292352781512965,0.0212224882125687,0.00233651580661624
370,9,657,1,0.0550621223796502,0.0258815618855807,0.0213370958904109,0.00228807463391117
371,2,2040,1,0.0741079940619895,0.0412923674485434,0.0223799481539044,0.0029751216707958
372,7,1615,7,0.0665430703506389,0.0345731901753862,0.0223709119042095,0.00257996161978203
373,10,1911,7,0.0615967307161635,0.0298832917714502,0.0222726146832224,0.00247764114089576
374,13,638,2,0.0647601862130482,0.0328347856389165,0.0215051930382421,0.00227798850071077
375,12,1011,2,0.0637650387853881,0.0308964049232691,0.0217092365784958,0.00229632282561553
376,18,1144,2,0.0709042806577448,0.0348823910748838,0.0214404906405361,0.00216080648901776
377,15,724,1,0.0609577797676186,0.0297128351405983,0.0214411453340815,0.00222517439564313
378,22,1100,5,0.0858460175310168,0.0381503083769702,0.0216116425945667,0.00216606422570928
379,20,1996,4,0.0731225376875775,0.0338702156331572,0.0215456008934534,0.00219529427997599
380,10,1245,6,0.0605830676310625,0.028956238990767,0.0220911439064329,0.00238853632574231
381,15,764,5,0.0661825303024241,0.0294042608791772,0.0218375352042856,0.00223739616777626
382,6,1031,3,0.0566808389970396,0.0286277251553851,0.0218262383767907,0.00256231368232648
383,23,2065,6,0.0803295425031457,0.0374994777576866,0.0214937244636866,0.00221045339533711
384,3,2242,3,0.066668749956968,0.0368921410750599,0.021995024808972,0.00276780019440735
385,14,1128,7,0.0648399856719537,0.0328294945694392,0.0219128570768418,0.00234028299046642
386,17,1864,2,0.0670478076764528,0.0330381256655289,0.0214381610360989,0.00221780043410148
387,6,856,7,0.0642107594952202,0.0310215185277984,0.0225505816451526,0.00268407953040793
388,15,1170,1,0.065753586648515,0.0321971438262237,0.021812097305355,0.00225274761542399
389,15,1463,7,0.0651210145327309,0.0310828610597819,0.0220848227418199,0.00229107468480522
390,4,1419,4,0.0660204707118896,0.0344604352582678,0.022117180292056,0.00267509145894896
391,10,1538,7,0.0592829534708367,0.0290651517527212,0.0222514107951911,0.00241724765520156
392,19,692,7,0.0721979765333367,0.0330473713005558,0.0218596156615869,0.00225380959902234
393,10,483,7,0.0649559059100753,0.0329468116026067,0.0223859757272064,0.00240590202316182
394,4,777,6,0.0687393621634504,0.0359722541449512,0.022128809903044,0.00261748218551745
395,4,2228,2,0.059575695625148,0.0310910490196497,0.0217166960728702,0.00269852148042024
396,22,1350,3,0.0767289653902368,0.0348013758328758,0.0214624274759354,0.0021446029564626
397,2,788,6,0.0805915847267079,0.0482893339167882,0.0237719361020031,0.0031757709014494
398,2,767,7,0.0807147915818715,0.0421415583794881,0.0236591306680055,0.00305687518055391
399,13,996,2,0.061865458916552,0.0288288364787345,0.0215667453895659,0.00224824395624557
400,17,1449,3,0.0660289449718169,0.0309014163895791,0.0215133178022826,0.00220108764351741
401,8,1536,5,0.0609668828230409,0.0293046213536268,0.0220164444432108,0.0024781523519694
402,22,1945,4,0.0765601588910379,0.0359686980521022,0.0212753794774761,0.0020963886526742
403,5,891,3,0.059054293531538,0.0290318836555259,0.0215867117941568,0.00260116228878059
404,18,1778,6,0.0688604108663412,0.030932264984507,0.0217511767549087,0.0022316700676645
405,5,958,5,0.0582467570501767,0.0284171737190529,0.0221532964540598,0.00265121585696351
406,5,2236,7,0.0646562987589119,0.0320571904178173,0.0225636258840648,0.00272430098209899
407,7,636,2,0.0617821634132937,0.0337395362211984,0.0218595308910058,0.0025227888542512
408,12,1427,1,0.0603223140166853,0.0284631331330259,0.0213370969921597,0.00227226515544937
409,14,1622,6,0.0625280778285246,0.0299032734539924,0.0218312329551993,0.00230045107503091
410,18,789,3,0.0706669537250355,0.0348523804946588,0.0213568601077313,0.00214077442953814
411,12,619,8,0.0740386435802288,0.0348491473119016,0.0225192532416788,0.00237657505005417
412,21,1740,1,0.0726862164705932,0.032932400573631,0.0213430268146098,0.00214107260813557
413,6,670,5,0.0597054747482684,0.029059947691659,0.0220333479739195,0.00252595096392465
414,15,1939,6,0.0647137173969411,0.0300784322765491,0.021858717856629,0.00227340052448501
415,3,1069,3,0.0760012885897553,0.0403093034017106,0.022290126207993,0.00282286730145126
416,4,843,2,0.0695092257378053,0.0361136405191711,0.0222576402452492,0.00286567332870576
417,5,1001,3,0.0622777731066933,0.0321226697300082,0.0222087618815429,0.00264917193503216
418,13,2019,2,0.0621446698409988,0.0312388332695782,0.0214240529559028,0.0022658110555733
419,3,1566,6,0.0708487116511689,0.0378589821541282,0.0227150216751982,0.00294296014959869
420,20,1989,6,0.0735171341499807,0.033879852896369,0.0216009083663894,0.00216970104474669
421,3,1342,2,0.0639596917602308,0.0337308264901402,0.0219928226637658,0.00272802146092998
422,3,1377,2,0.0650316510065137,0.0342332321827267,0.0219390966527314,0.00279347467171521
423,22,2164,2,0.0732398839847035,0.0339336188926793,0.0212506734819053,0.00215229495338851
424,6,1374,8,0.0646599768098791,0.0325059700227959,0.0229258322437283,0.00272934154965182
425,2,599,3,0.074242355797614,0.0407754408388161,0.0224911738614884,0.00292714746892925
426,10,566,4,0.0593569262759452,0.0320823984886422,0.0215688080304724,0.00234351360767372
427,21,1591,4,0.0733706402136619,0.0362274104784478,0.0214669770488578,0.00218329562153918
428,11,2100,3,0.0605591275524472,0.029692697839076,0.021588850192119,0.00232791269890961
429,7,793,6,0.0660382304140267,0.0344737831390552,0.02235382403269,0.00258903966794829
430,19,642,6,0.0741456746440165,0.0346511930566112,0.021447045503746,0.00214870029516486
431,15,1701,5,0.0630942598320717,0.03007939353656,0.0216501760375712,0.00229734066080317
432,2,1979,3,0.0672603092241627,0.035135694876836,0.0226161408314518,0.00296311068675647
433,20,1486,2,0.0725623248007483,0.0349464987684662,0.0213601322641526,0.00218590426812819
434,7,1894,3,0.0609977799688096,0.0309343246470047,0.0219577158076969,0.00251487508775923
435,3,664,3,0.0662455930359269,0.0357318121815259,0.0222081035458651,0.00276825637173781
436,13,1450,5,0.0615838579482818,0.0302390639796287,0.021657779904647,0.00227600356806804
437,2,1478,2,0.0713542156024738,0.0411203847028293,0.0223172556079995,0.00299235267058403
438,12,504,2,0.0603162092561994,0.0279095154123991,0.0216386970854259,0.00230955549997208
439,12,1850,8,0.0635768515978288,0.0300539884596962,0.0221969868621269,0.00231654336048175
440,19,1045,2,0.0690989171171453,0.0322264991380603,0.0214073900231758,0.0021326392634195
441,20,1299,2,0.0742573978140111,0.0350235254159951,0.0214262464872315,0.0022074469991535
442,9,1548,2,0.0582615465402247,0.0303869426317667,0.0216076964718836,0.00238840385500675
443,20,1209,5,0.075103233656956,0.0353972531063441,0.0215368922998518,0.00215398028752854
444,13,2172,3,0.0617587899565567,0.0295030316307583,0.0215884343882783,0.00224558942443593
445,14,1454,6,0.063482417273282,0.0307805855426864,0.0218407314594482,0.00231672314541203
446,19,588,6,0.0751687417470666,0.0373262743059865,0.0218368815230278,0.00220922078930885
447,20,804,2,0.0700127689482233,0.0349389630203691,0.0211828715047808,0.00217742733415894
448,22,1342,4,0.07544710620382,0.0337668910143002,0.0213366190744292,0.00217881165476024
449,5,1417,6,0.064115789055196,0.0324335324230896,0.0222790498012762,0.00262672979989518
450,22,1266,7,0.0751011902145311,0.0339202426819104,0.0216655532437663,0.00219278752566024
451,23,1014,7,0.0803467885181222,0.0364906975033103,0.0216686037600059,0.00221715989106165
452,16,499,6,0.0684449335398649,0.0338872523593681,0.0215856172460415,0.00215264166265083
453,17,1224,4,0.0678219337068067,0.032845531486383,0.0218030447588219,0.00220095380820339
454,5,1176,4,0.0586786572740174,0.0312833452670426,0.0220009875528897,0.00266343640738961
455,12,916,2,0.0607947253623635,0.0314915063285955,0.0217304763328585,0.0023042009478368
456,20,775,5,0.0707309047780358,0.0327993207139013,0.0215052001263189,0.00224493499919311
457,15,1570,2,0.0594890712914461,0.0288431319134614,0.0214314362421623,0.00224769441701187
458,21,1225,2,0.0739054642719765,0.0347764798230599,0.0214878186804845,0.00215680172117904
459,23,2002,6,0.0792870284624028,0.0360780796948074,0.0215750874483328,0.00219916199346059
460,13,2253,6,0.0642283855381767,0.0310951463837284,0.0217579083918548,0.00229125196154424
461,19,1916,6,0.0738977213951511,0.0337388535547664,0.0218910028560409,0.00226197587946783
462,20,1021,6,0.0721543245879103,0.0325314132439977,0.0216516493579492,0.00219222235298059
463,17,1532,5,0.0669974480298418,0.0327796443911501,0.021637095551524,0.00222034603234161
464,13,1640,7,0.0623697247047967,0.0309183726889403,0.0218598992572822,0.00230864001922364
465,12,2123,5,0.0636161454743179,0.031104927729166,0.0217935920494931,0.00233691611623057
466,3,1384,3,0.0649655246445579,0.0335773993253846,0.0220243368508652,0.00285439169704426
467,15,1682,7,0.0610762052698056,0.0312223797685522,0.0216264453465212,0.00221599366704763
468,15,2162,8,0.0624609438922066,0.0303579230423786,0.0218991670098091,0.00223985533236016
469,18,1067,2,0.0707266838011867,0.0341178479717576,0.0213174707170366,0.00220043478410431
470,5,730,2,0.057408361201107,0.0286539604028989,0.0220230271368494,0.00269592808551959
471,19,1026,3,0.0713207426381651,0.0329839368071666,0.0212943254906925,0.0021421618332529
472,8,2092,1,0.056588814175466,0.0278047515800884,0.0216319739780631,0.00239397325447198
473,16,823,4,0.0649687082420034,0.0308359137401015,0.0215769334314247,0.00220943268668267
474,19,715,5,0.0724996863243195,0.0344007989199786,0.0218860775254316,0.00226981672150821
475,3,501,8,0.0637626994395592,0.0318710985292579,0.0232022107335147,0.00291726345574216
476,14,2220,5,0.0631592878200166,0.0300604173167442,0.021703333899719,0.00226738711593819
477,14,944,3,0.0637948602395984,0.0319241381529224,0.0216124682378564,0.00228888856663141
478,13,1535,2,0.0659849152511529,0.032946083615266,0.0215703986504984,0.00224429283722486
479,14,1728,5,0.0655999979453493,0.0315578285730759,0.0216797754081705,0.00225498372200394
480,13,1322,5,0.069137089516675,0.0325957574694379,0.0219974562371121,0.00234156406149973
481,20,1696,7,0.0723975830462371,0.0340357491829079,0.0216275524305395,0.0022025972812157
482,7,1183,6,0.0614943885244951,0.0307971875132563,0.0221949988060237,0.00254740833196014
483,12,478,7,0.0629523856330131,0.0337276591566846,0.0219395194551699,0.0023215036769575
484,17,773,6,0.0714327780740475,0.0317006678498335,0.0220604260532137,0.00229098595702655
485,10,1319,6,0.0629947081898364,0.0322479502706693,0.0220531893803899,0.00236130932985112
486,9,1824,7,0.0610794055698886,0.030379186588576,0.0221288838882561,0.0024443872616788
487,16,1123,3,0.0620700732739707,0.0301665553400491,0.0215118368202034,0.0021845014066661
488,21,1389,2,0.0729646672812872,0.0344220560666433,0.0212777958469725,0.0021660799753638
489,21,1502,5,0.0766941625919722,0.0360287060823261,0.0215530304558851,0.00221362381131397
490,9,1625,2,0.0586263463258018,0.0310481630082126,0.0219081980259611,0.00241110090975728
491,8,2028,5,0.061743698230959,0.030855958628799,0.0219395616852346,0.00243986099660972
492,10,782,3,0.0584839501644086,0.0292684958304899,0.0215045118095795,0.0023566076689185
493,5,1255,6,0.0634766979098916,0.0328706541856494,0.0222526717589174,0.002661288578745
494,12,961,6,0.0592762529164791,0.0276877277240504,0.0217862717325093,0.00232213468225764
495,23,1337,4,0.078331872922683,0.0369977527789648,0.0215550274950184,0.00217776155165805
496,6,812,3,0.0679747781240926,0.0363254124355671,0.0218230526969321,0.00250017281413474
497,20,2217,2,0.0709394168285367,0.0333485067350608,0.0211825833626694,0.00217891473115672
498,20,662,2,0.0696886008762596,0.0312952167609498,0.0210642987894755,0.00224509607591592
499,15,1182,2,0.0632070114736602,0.0305629474806154,0.0214500549812947,0.0021745427814171
